31177000	31178000	87.91287
31177000	31179000	22.951862
31178000	31179000	65.527435
31177000	31180000	7.4627604
31178000	31180000	9.649764
31179000	31180000	33.735756
31177000	31181000	5.787864
31178000	31181000	6.0139523
31179000	31181000	11.988469
31180000	31181000	64.60181
31177000	31182000	4.632997
31178000	31182000	5.446111
31179000	31182000	8.57093
31180000	31182000	33.43989
31181000	31182000	93.745384
31177000	31183000	3.666162
31178000	31183000	4.232635
31179000	31183000	7.7269874
31180000	31183000	14.302214
31181000	31183000	32.866108
31182000	31183000	105.68145
31177000	31184000	2.457222
31178000	31184000	0.9929139
31179000	31184000	4.6878557
31180000	31184000	10.562317
31181000	31184000	16.263083
31182000	31184000	37.432426
31183000	31184000	78.595856
31177000	31185000	1.6100951
31178000	31185000	2.6024282
31179000	31185000	4.2594495
31180000	31185000	8.142306
31181000	31185000	14.208518
31182000	31185000	17.048697
31183000	31185000	45.599957
31184000	31185000	90.080666
31177000	31186000	1.7924256
31178000	31186000	1.4485662
31179000	31186000	3.4195662
31180000	31186000	7.251486
31181000	31186000	11.423763
31182000	31186000	10.295389
31183000	31186000	12.802271
31184000	31186000	38.51962
31185000	31186000	80.42573
31177000	31187000	2.2052877
31178000	31187000	1.9442451
31179000	31187000	3.5697615
31180000	31187000	6.0830264
31181000	31187000	7.666407
31182000	31187000	7.0092955
31183000	31187000	7.719911
31184000	31187000	19.862335
31185000	31187000	32.76667
31186000	31187000	73.082306
31177000	31188000	1.1814634
31178000	31188000	1.9096222
31179000	31188000	3.1555724
31180000	31188000	3.7341878
31181000	31188000	4.923386
31182000	31188000	7.6712723
31183000	31188000	6.237165
31184000	31188000	9.4674225
31185000	31188000	13.309393
31186000	31188000	22.287645
31187000	31188000	61.23275
31177000	31189000	1.7011536
31178000	31189000	1.0311029
31179000	31189000	2.7045321
31180000	31189000	2.5808377
31181000	31189000	2.5020127
31182000	31189000	4.673153
31183000	31189000	5.2827687
31184000	31189000	6.196299
31185000	31189000	6.008987
31186000	31189000	9.265801
31187000	31189000	15.368594
31188000	31189000	49.00881
31177000	31190000	0.5894012
31178000	31190000	1.428991
31179000	31190000	1.5742327
31180000	31190000	2.5335288
31181000	31190000	3.1785455
31182000	31190000	3.3854206
31183000	31190000	2.5624602
31184000	31190000	4.72305
31185000	31190000	4.0513477
31186000	31190000	6.26407
31187000	31190000	9.8088045
31188000	31190000	19.096222
31189000	31190000	58.336273
31177000	31191000	1.1057498
31178000	31191000	0.8936225
31179000	31191000	2.179853
31180000	31191000	3.355089
31181000	31191000	2.9815652
31182000	31191000	2.0710564
31183000	31191000	3.6054897
31184000	31191000	5.840012
31185000	31191000	4.0114045
31186000	31191000	5.2882867
31187000	31191000	6.0463285
31188000	31191000	12.587369
31189000	31191000	21.470177
31190000	31191000	48.400528
31177000	31192000	1.8814384
31178000	31192000	1.5205027
31179000	31192000	2.8715067
31180000	31192000	4.810107
31181000	31192000	3.6895611
31182000	31192000	3.0279539
31183000	31192000	3.6354113
31184000	31192000	4.4163585
31185000	31192000	4.3107934
31186000	31192000	3.9991302
31187000	31192000	5.5663757
31188000	31192000	7.981209
31189000	31192000	11.650049
31190000	31192000	20.638655
31191000	31192000	42.454147
31177000	31193000	0.4698982
31178000	31193000	1.1392584
31179000	31193000	1.7929312
31180000	31193000	2.2574768
31181000	31193000	1.7277852
31182000	31193000	1.5255306
31183000	31193000	1.1673788
31184000	31193000	1.7115619
31185000	31193000	1.704682
31186000	31193000	1.8727535
31187000	31193000	1.8432945
31188000	31193000	3.3740563
31189000	31193000	3.3770432
31190000	31193000	3.6127834
31191000	31193000	5.39142
31192000	31193000	12.260489
31177000	31194000	1.0787063
31178000	31194000	1.3948271
31179000	31194000	1.975624
31180000	31194000	1.4183141
31181000	31194000	1.2692266
31182000	31194000	1.7240782
31183000	31194000	1.6079128
31184000	31194000	0.6286545
31185000	31194000	0.9886223
31186000	31194000	1.3757199
31187000	31194000	0.9232359
31188000	31194000	1.5113251
31189000	31194000	2.284917
31190000	31194000	2.1864858
31191000	31194000	1.9095379
31192000	31194000	4.2786336
31193000	31194000	56.4426
31177000	31195000	0.59853804
31178000	31195000	0.6449525
31179000	31195000	0.8120057
31180000	31195000	0.9080482
31181000	31195000	1.9562539
31182000	31195000	1.1957917
31183000	31195000	0.99130785
31184000	31195000	0.8720484
31185000	31195000	1.2190077
31186000	31195000	1.272235
31187000	31195000	1.2332492
31188000	31195000	1.5374036
31189000	31195000	2.2136612
31190000	31195000	1.3247672
31191000	31195000	2.289127
31192000	31195000	2.57191
31193000	31195000	21.790379
31194000	31195000	39.71163
31177000	31196000	0.46620095
31178000	31196000	0.75352967
31179000	31196000	1.1068239
31180000	31196000	0.6286918
31181000	31196000	1.3713526
31182000	31196000	0.7761679
31183000	31196000	1.1581937
31184000	31196000	1.1320634
31185000	31196000	1.5429122
31186000	31196000	1.4864147
31187000	31196000	1.2561394
31188000	31196000	1.1974828
31189000	31196000	1.018857
31190000	31196000	1.0318605
31191000	31196000	1.732057
31192000	31196000	2.696695
31193000	31196000	10.088255
31194000	31196000	13.91514
31195000	31196000	43.899662
31177000	31197000	0.7909154
31178000	31197000	0.31959298
31179000	31197000	0.5532626
31180000	31197000	0.9499255
31181000	31197000	0.9693816
31182000	31197000	0.1975167
31183000	31197000	0.73683345
31184000	31197000	0.28808382
31185000	31197000	0.9815883
31186000	31197000	0.4202867
31187000	31197000	1.0811971
31188000	31197000	0.7618289
31189000	31197000	1.2963772
31190000	31197000	1.4511249
31191000	31197000	1.9445658
31192000	31197000	1.5440542
31193000	31197000	5.9497952
31194000	31197000	8.346831
31195000	31197000	16.513903
31196000	31197000	37.31267
31177000	31198000	0.187058
31178000	31198000	0.4535182
31179000	31198000	0.6185691
31180000	31198000	0.756767
31181000	31198000	0.5502401
31182000	31198000	0.74742913
31183000	31198000	0.8132468
31184000	31198000	0.9538787
31185000	31198000	0.6428872
31186000	31198000	0.79521
31187000	31198000	0.5336598
31188000	31198000	0.8517543
31189000	31198000	0.80188704
31190000	31198000	1.14401
31191000	31198000	1.1650947
31192000	31198000	1.5302843
31193000	31198000	4.7948203
31194000	31198000	4.8335395
31195000	31198000	8.231788
31196000	31198000	15.098601
31197000	31198000	35.264423
31177000	31199000	0.28623915
31178000	31199000	0.3469904
31179000	31199000	0.6188944
31180000	31199000	0.54282045
31181000	31199000	0.2806621
31182000	31199000	0.78631306
31183000	31199000	0.2666664
31184000	31199000	0.8340803
31185000	31199000	1.0384094
31186000	31199000	0.45631617
31187000	31199000	0.68051237
31188000	31199000	0.6015545
31189000	31199000	1.0105203
31190000	31199000	0.9753244
31191000	31199000	0.7037552
31192000	31199000	1.2772721
31193000	31199000	3.4691772
31194000	31199000	3.8446424
31195000	31199000	5.485535
31196000	31199000	7.464003
31197000	31199000	12.265659
31198000	31199000	25.04879
31177000	31200000	0.6689143
31178000	31200000	1.0811791
